sep=,
Country Name,Country Code,Series Name,Series Code,2010,2014
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population* female (% of total),SP.POP.TOTL.FE.ZS,505.427.535.173.948,505.736.064.392.509
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population* total,SP.POP.TOTL,582484107,610149938
Latvia,LVA,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,974.580.917.358.398,114.009.429.931.641
Latvia,LVA,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,991.933.288.574.219,116.630.142.211.914
Latvia,LVA,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,106.228.240.966.797,100.824.462.890.625
Latvia,LVA,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,105.446.060.180.664,999.731.292.724.609
Latvia,LVA,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,90.279.411.315.918,792.216.796.875
Latvia,LVA,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,513.972.015.380.859,554.752.388.000.488
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,113.298.951.237.997,157.101.677.090.724
Latvia,LVA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-176.623.530.292.551,306.552.660.072.074
Latvia,LVA,Population* female (% of total),SP.POP.TOTL.FE.ZS,543.112.499.814.639,541.718.567.937.129
Latvia,LVA,Population* total,SP.POP.TOTL,2097555,1993782
Least developed countries: UN classification,LDC,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,358.450.508.117.676,400.148.696.899.414
Least developed countries: UN classification,LDC,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,425.280.113.220.215,457.856.788.635.254
Least developed countries: UN classification,LDC,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,104.281.700.134.277,107.567.230.224.609
Least developed countries: UN classification,LDC,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,974.014.129.638.672,100.230.239.868.164
Least developed countries: UN classification,LDC,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,62.463.698.387.146,727.762.985.229.492
Least developed countries: UN classification,LDC,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,991.759.014.129.639,108.300.199.508.667
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,797.935.117.955.836,102.437.533.210.133
Least developed countries: UN classification,LDC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,311.100.360.928.241,289.362.906.881.271
Least developed countries: UN classification,LDC,Population* female (% of total),SP.POP.TOTL.FE.ZS,501.451.241.932.299,501.186.630.751.628
Least developed countries: UN classification,LDC,Population* total,SP.POP.TOTL,847264134,931955068
Lebanon,LBN,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,760.743.179.321.289,..
Lebanon,LBN,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,744.873.962.402.344,..
Lebanon,LBN,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,109.569.931.030.273,..
Lebanon,LBN,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,100.013.877.868.652,..
Lebanon,LBN,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,493.128.204.345.703,457.460.784.912.109
Lebanon,LBN,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,47.409.351.348.877,395.422.096.252.441
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,876.379.596.416.551,81.486.391.668.339
Lebanon,LBN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,40.918.699.889.646,-409.722.463.764.609
Lebanon,LBN,Population* female (% of total),SP.POP.TOTL.FE.ZS,490.058.923.405.107,496.785.692.903.329
Lebanon,LBN,Population* total,SP.POP.TOTL,4337156,5612096
Lesotho,LSO,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,593.154.487.609.863,604.161.491.394.043
Lesotho,LSO,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,417.005.081.176.758,440.892.906.188.965
Lesotho,LSO,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,111.548.110.961.914,108.323.081.970.215
Lesotho,LSO,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,109.414.749.145.508,105.845.497.131.348
Lesotho,LSO,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,1.169.215.965.271
Lesotho,LSO,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,804.473.972.320.557
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,11.897.761.514.595,120.369.589.289.216
Lesotho,LSO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,518.199.904.711.703,324.635.512.777.081
Lesotho,LSO,Population* female (% of total),SP.POP.TOTL.FE.ZS,508.781.519.417.722,505.739.388.023.025
Lesotho,LSO,Population* total,SP.POP.TOTL,2010586,2109197
Liberia,LBR,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,331.166.687.011.719
Liberia,LBR,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,424.766.387.939.453
Liberia,LBR,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,995.466.995.239.258
Liberia,LBR,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,915.900.268.554.688
Liberia,LBR,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,644.251.012.802.124,..
Liberia,LBR,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,120.887.899.398.804,..
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,326.604.438.111.264,457.858.586.520.261
Liberia,LBR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,244.106.893.701.495,-165.486.737.281.022
Liberia,LBR,Population* female (% of total),SP.POP.TOTL.FE.ZS,497.132.635.504.385,496.195.201.969.543
Liberia,LBR,Population* total,SP.POP.TOTL,3957990,4396554
Libya,LBY,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Libya,LBY,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Libya,LBY,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
Libya,LBY,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
Libya,LBY,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Libya,LBY,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,119.337.792.588.018,..
Libya,LBY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,406.561.012.713.863,..
Libya,LBY,Population* female (% of total),SP.POP.TOTL.FE.ZS,488.125.902.034.522,495.802.513.634.801
Libya,LBY,Population* total,SP.POP.TOTL,6265697,6258984
Liechtenstein,LIE,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,100,103.274.223.327.637
Liechtenstein,LIE,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,117.635.398.864.746,127.849.830.627.441
Liechtenstein,LIE,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,108.606.559.753.418,103.059.066.772.461
Liechtenstein,LIE,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,10.233.740.234.375,102.255.638.122.559
Liechtenstein,LIE,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,273.576.107.025.146,241.410.503.387.451
Liechtenstein,LIE,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,443.446.998.596.191,508.122.711.181.641
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,14.010.272.571.645,178.713.227.991.851
Liechtenstein,LIE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..
Liechtenstein,LIE,Population* female (% of total),SP.POP.TOTL.FE.ZS,..,..
Liechtenstein,LIE,Population* total,SP.POP.TOTL,36276,37286
Lithuania,LTU,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,999.921.569.824.219,104.617.042.541.504
Lithuania,LTU,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,101.890.983.581.543,108.903.770.446.777
Lithuania,LTU,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,100.624.671.936.035,10.232.054.901.123
Lithuania,LTU,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,995.054.321.289.063,102.607.070.922.852
Lithuania,LTU,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,103.056.739.807.129,82.008.171.081.543
Lithuania,LTU,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,686.872.787.475.586,55.824.348.449.707
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,11.988.757.967.609,164.897.289.835.331
Lithuania,LTU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,379.365.256.550.075,3.922.190.884.125
Lithuania,LTU,Population* female (% of total),SP.POP.TOTL.FE.ZS,538.881.497.101.192,539.516.620.623.026
Lithuania,LTU,Population* total,SP.POP.TOTL,3097282,2932367
Low & middle income,LMY,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,656.040.267.944.336,704.674.072.265.625
Low & middle income,LMY,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,684.046.630.859.375,716.625.823.974.609
Low & middle income,LMY,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,107.177.803.039.551,105.308.387.756.348
Low & middle income,LMY,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,104.075.172.424.316,104.370.849.609.375
Low & middle income,LMY,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,236.444.396.972.656,300.104.007.720.947
Low & middle income,LMY,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,233.632.106.781.006,281.261.291.503.906
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,357.430.776.762.691,465.879.109.410.749
Low & middle income,LMY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,613.722.008.369.515,295.145.678.340.252
Low & middle income,LMY,Population* female (% of total),SP.POP.TOTL.FE.ZS,494.056.176.102.258,494.049.608.792.261
Low & middle income,LMY,Population* total,SP.POP.TOTL,5769206886,6080182833
Low income,LIC,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,327.046.585.083.008,364.508.094.787.598
Low income,LIC,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,426.411.895.751.953,445.171.508.789.063
Low income,LIC,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,10.596.605.682.373,10.732.837.677.002
Low income,LIC,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,974.623.413.085.938,99.923.469.543.457
Low income,LIC,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,438.033.008.575.439,514.894.008.636.475
Low income,LIC,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,896.290.969.848.633,979.183.959.960.938
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,519.309.847.415.031,653.860.625.962.849
Low income,LIC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,369.760.634.009.539,32.120.912.749.337
Low income,LIC,Population* female (% of total),SP.POP.TOTL.FE.ZS,503.126.557.751.889,502.599.633.460.598
Low income,LIC,Population* total,SP.POP.TOTL,556926383,621322015
Lower middle income,LMC,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,587.341.995.239.258,647.070.388.793.945
Lower middle income,LMC,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,624.025.497.436.523,659.308.395.385.742
Lower middle income,LMC,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,105.019.950.866.699,103.804.733.276.367
Lower middle income,LMC,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,103.606.506.347.656,106.000.877.380.371
Lower middle income,LMC,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,166.830.902.099.609,21.975.700.378.418
Lower middle income,LMC,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,197.358.093.261.719,225.194.892.883.301
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,166.986.712.635.008,204.122.360.506.602
Lower middle income,LMC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,578.601.583.243.635,401.666.559.578.804
Lower middle income,LMC,Population* female (% of total),SP.POP.TOTL.FE.ZS,490.606.448.284.301,49.070.689.005.271
Lower middle income,LMC,Population* total,SP.POP.TOTL,2719003012,2885248344
Luxembourg,LUX,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,102.876.403.808.594,..
Luxembourg,LUX,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,998.883.438.110.352,..
Luxembourg,LUX,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,971.388.473.510.742,..
Luxembourg,LUX,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,981.243.209.838.867,..
Luxembourg,LUX,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,192.336.807.250.977,..
Luxembourg,LUX,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,173.420.104.980.469,..
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,103.267.276.511.115,116.612.884.151.875
Luxembourg,LUX,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,376.512.808.347.822,164.508.357.892.461
Luxembourg,LUX,Population* female (% of total),SP.POP.TOTL.FE.ZS,503.247.756.891.762,498.868.971.365.841
Luxembourg,LUX,Population* total,SP.POP.TOTL,506953,556319
Macao SAR* China,MAC,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,933.249.664.306.641,950.436.782.836.914
Macao SAR* China,MAC,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,94.238.899.230.957,970.219.421.386.719
Macao SAR* China,MAC,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
Macao SAR* China,MAC,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
Macao SAR* China,MAC,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,609.397.087.097.168,786.493.530.273.438
Macao SAR* China,MAC,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,627.013.092.041.016,601.542.816.162.109
Macao SAR* China,MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,526.043.271.347.173,960.748.369.597.196
Macao SAR* China,MAC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,221.661.571.819.714,-254.335.902.866.065
Macao SAR* China,MAC,Population* female (% of total),SP.POP.TOTL.FE.ZS,520.165.498.872.109,518.701.744.550.227
Macao SAR* China,MAC,Population* total,SP.POP.TOTL,534626,577914
Macedonia* FYR,MKD,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,823.509.521.484.375,..
Macedonia* FYR,MKD,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,846.001.129.150.391,..
Macedonia* FYR,MKD,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,862.684.097.290.039,..
Macedonia* FYR,MKD,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,848.963.394.165.039,..
Macedonia* FYR,MKD,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,423.152.008.056.641,..
Macedonia* FYR,MKD,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,362.317.008.972.168,..
Macedonia* FYR,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,456.117.754.644.919,545.328.127.512.774
Macedonia* FYR,MKD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,318.220.594.383.507,338.709.133.682.788
Macedonia* FYR,MKD,Population* female (% of total),SP.POP.TOTL.FE.ZS,501.803.928.641.907,502.129.719.963.866
Macedonia* FYR,MKD,Population* total,SP.POP.TOTL,2062443,2075625
Madagascar,MDG,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,380.607.986.450.195
Madagascar,MDG,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,38.809.211.730.957
Madagascar,MDG,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,145.894.866.943.359,146.945.526.123.047
Madagascar,MDG,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,143.254.638.671.875,146.541.976.928.711
Madagascar,MDG,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,343.914.008.140.564,..
Madagascar,MDG,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,377.238.988.876.343,..
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,414.142.787.218.657,452.810.394.929.053
Madagascar,MDG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-251.381.089.751.406,0.47934096191797
Madagascar,MDG,Population* female (% of total),SP.POP.TOTL.FE.ZS,501.894.396.896.478,501.545.093.477.084
Madagascar,MDG,Population* total,SP.POP.TOTL,21079532,23571713
Malawi,MWI,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,312.306.098.937.988,37.540.699.005.127
Malawi,MWI,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,348.845.481.872.559,414.379.081.726.074
Malawi,MWI,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,135.108.413.696.289,145.059.341.430.664
Malawi,MWI,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,138.397.262.573.242,147.964.202.880.859
Malawi,MWI,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,0.52293998003006,..
Malawi,MWI,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,0.864300012588501,..
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,471.058.753.242.702,362.693.068.268.546
Malawi,MWI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,368.467.975.188.649,250.196.976.715.901
Malawi,MWI,Population* female (% of total),SP.POP.TOTL.FE.ZS,501.925.615.362.783,501.077.761.445.125
Malawi,MWI,Population* total,SP.POP.TOTL,14769824,16695253
Malaysia,MYS,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Malaysia,MYS,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Malaysia,MYS,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
Malaysia,MYS,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
Malaysia,MYS,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Malaysia,MYS,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,906.903.071.650.886,113.059.000.976.846
Malaysia,MYS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,523.665.299.740.208,446.419.090.471.331
Malaysia,MYS,Population* female (% of total),SP.POP.TOTL.FE.ZS,484.742.169.955.857,483.747.303.745.343
Malaysia,MYS,Population* total,SP.POP.TOTL,28119500,29901997
Maldives,MDV,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Maldives,MDV,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Maldives,MDV,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
Maldives,MDV,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
Maldives,MDV,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Maldives,MDV,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,633.079.498.041.553,771.620.401.546.133
Maldives,MDV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,512.271.859.002.722,388.266.654.434.703
Maldives,MDV,Population* female (% of total),SP.POP.TOTL.FE.ZS,498.585.281.515.448,498.540.911.825.189
Maldives,MDV,Population* total,SP.POP.TOTL,367000,401000
Mali,MLI,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,318.811.092.376.709,373.651.390.075.684
Mali,MLI,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,45.355.598.449.707,493.919.982.910.156
Mali,MLI,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,887.452.011.108.398,812.341.384.887.695
Mali,MLI,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,770.702.514.648.438,72.976.921.081.543
Mali,MLI,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,355.572.009.086.609,..
Mali,MLI,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,841.361.045.837.402,..
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,704.064.620.886.671,819.621.297.242.724
Mali,MLI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,212.801.588.591.476,394.893.260.330.991
Mali,MLI,Population* female (% of total),SP.POP.TOTL.FE.ZS,496.015.635.229.665,495.346.781.129.042
Mali,MLI,Population* total,SP.POP.TOTL,15167286,17086022
Malta,MLT,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,874.557.266.235.352,805.690.002.441.406
Malta,MLT,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,11.015.380.859.375,909.682.006.835.938
Malta,MLT,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,961.039.886.474.609,100
Malta,MLT,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,864.819.030.761.719,949.878.921.508.789
Malta,MLT,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,540.586.013.793.945,48.038.330.078.125
Malta,MLT,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,323.005.485.534.668,419.454.689.025.879
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,210.877.946.931.036,251.250.956.185.779
Malta,MLT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,303.534.634.793.951,249.503.605.692.776
Malta,MLT,Population* female (% of total),SP.POP.TOTL.FE.ZS,503.266.482.876.447,502.206.007.330.216
Malta,MLT,Population* total,SP.POP.TOTL,414508,427364
Marshall Islands,MHL,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Marshall Islands,MHL,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Marshall Islands,MHL,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
Marshall Islands,MHL,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
Marshall Islands,MHL,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Marshall Islands,MHL,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,314.242.947.588.247,346.164.509.609.142
Marshall Islands,MHL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,62.206.198.337.295,-115.936.321.905.788
Marshall Islands,MHL,Population* female (% of total),SP.POP.TOTL.FE.ZS,..,..
Marshall Islands,MHL,Population* total,SP.POP.TOTL,52428,52898
Mauritania,MRT,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,187.079.792.022.705,285.849.094.390.869
Mauritania,MRT,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,218.954.792.022.705,312.472.991.943.359
Mauritania,MRT,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,942.630.386.352.539,953.476.791.381.836
Mauritania,MRT,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,983.840.408.325.195,100.672.149.658.203
Mauritania,MRT,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,254.281.997.680.664,..
Mauritania,MRT,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,626.652.002.334.595,..
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,120.782.745.750.371,137.098.521.248.511
Mauritania,MRT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,216.345.687.659.162,166.142.592.146.674
Mauritania,MRT,Population* female (% of total),SP.POP.TOTL.FE.ZS,497.337.806.983.349,49.690.285.606.323
Mauritania,MRT,Population* total,SP.POP.TOTL,3591400,3969625
Mauritius,MUS,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,912.910.614.013.672,989.861.602.783.203
Mauritius,MUS,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,872.495.574.951.172,969.243.011.474.609
Mauritius,MUS,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,102.527.450.561.523,101.705.917.358.398
Mauritius,MUS,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,10.305.451.965.332,103.729.393.005.371
Mauritius,MUS,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,369.103.584.289.551,426.935.806.274.414
Mauritius,MUS,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,305.359.802.246.094,347.196.083.068.848
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,800.037.643.182.154,101.539.382.184.867
Mauritius,MUS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,412.919.885.158.315,355.690.293.443.666
Mauritius,MUS,Population* female (% of total),SP.POP.TOTL.FE.ZS,504.325.089.687.015,505.701.314.948.284
Mauritius,MUS,Population* total,SP.POP.TOTL,1250400,1260934
Mexico,MEX,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,868.064.575.195.313,934.649.429.321.289
Mexico,MEX,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,796.877.899.169.922,877.253.265.380.859
Mexico,MEX,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,103.970.916.748.047,10.361.498.260.498
Mexico,MEX,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,102.822.631.835.938,103.154.373.168.945
Mexico,MEX,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,26.611.780.166.626,300.302.295.684.814
Mexico,MEX,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,257.354.507.446.289,298.543.701.171.875
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,886.149.371.999.101,103.534.479.828.794
Mexico,MEX,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,351.345.978.863.932,0.903310398801452
Mexico,MEX,Population* female (% of total),SP.POP.TOTL.FE.ZS,502.703.259.522.946,502.591.046.310.631
Mexico,MEX,Population* total,SP.POP.TOTL,118617542,125385833
Micronesia* Fed. Sts.,FSM,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Micronesia* Fed. Sts.,FSM,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Micronesia* Fed. Sts.,FSM,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,980.516.128.540.039
Micronesia* Fed. Sts.,FSM,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,971.804.962.158.203
Micronesia* Fed. Sts.,FSM,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Micronesia* Fed. Sts.,FSM,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Micronesia* Fed. Sts.,FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,283.844.854.708.113,305.709.123.063.319
Micronesia* Fed. Sts.,FSM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,286.898.642.672.608,-370.557.201.839.414
Micronesia* Fed. Sts.,FSM,Population* female (% of total),SP.POP.TOTL.FE.ZS,489.475.868.325.307,488.024.297.412.633
Micronesia* Fed. Sts.,FSM,Population* total,SP.POP.TOTL,103619,104044
Middle East & North Africa,MEA,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,735.637.664.794.922,769.068.603.515.625
Middle East & North Africa,MEA,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,777.432.327.270.508,8.178.759.765.625
Middle East & North Africa,MEA,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,109.022.117.614.746,107.369.926.452.637
